TimeSignal_Sec,Trust_Human,Alarm_M2H,Mode_H2M,CurrentBrake_Machine,CurrentWheel_Machine,CurrentThrottle_Machine,Speed_Machine,PupilLeft_Human,PupilRight_Human,GSR_Human,EventN_Machine,RangeN_Machine,EventW_Machine,EventAlert_Machine,RangeW_Machine,PupilChange_Human,Reliability_Machine,AverageTrust_Human,TrustChange_Human,ModeDelta_H2M
77,4, ,autonomous,0,15.3205867196,20,15.3656768119,4.06,4.38,355.6567201337, ,0, ,,0,0.01,1,4.2277777778,0,0
78,4, ,autonomous,0,13.2032918025,20,15.4724963431,5.37,4.53,355.8465589638, ,0, ,,0,0.73,1,4.2277777778,0,0
79,4, ,autonomous,0,5.9181092486,20,15.5733714222,3.57,3.88,356.0366005625, ,0, ,,0,-1.225,1,4.2277777778,0,0
80,4, ,autonomous,0,14.6502159976,15,15.6681426924,3.5,3.78,356.4172933671, ,0, ,,0,-0.085,1,4.2277777778,0,0
81,4, ,autonomous,0,21.0576747624,15,15.6578680514,3.77,3.81,356.798801156, ,0, ,,0,0.15,1,4.2277777778,0,0
82,4, ,autonomous,0,23.0983686344,15,15.6580529987,4.04,4,357.3725966693, ,0, ,,0,0.23,1,4.2277777778,0,0
83,4, ,autonomous,0,30.8493131468,15,15.6525567624,3.7,3.4,357.5642721779, ,0, ,,0,-0.47,1,4.2277777778,0,0
84,4, ,autonomous,0,42.5313926422,15,15.665252957,3.65,3.68,358.3330347225, ,0, ,,0,0.115,1,4.2277777778,0,0
85,4, ,autonomous,0,59.6242799973,15,15.6478169188,4.17,4.21,358.5257421483, ,0, ,,0,0.525,1,4.2277777778,0,0
86,4, ,autonomous,0,-31.8019688999,15,15.6705203958,3.77,3.89,359.1051100657, ,0, ,,0,-0.36,1,4.2277777778,0,0
87,5, ,autonomous,0,-10.1870519867,20,15.6429147695,3.81,3.74,359.4923967358, ,0, ,,0,-0.055,1,4.2277777778,1,0
88,5, ,autonomous,0,3.0815054743,15,15.6706758945,3.58,3.87,360.0748955783, ,0, ,,0,-0.05,1,4.2277777778,0,0
89,5,obstacle alarm,autonomous,0,-47.4487577166,20,15.6384183684,3.83,4.04,360.4642779901,obstacle detected,32.3514976501,obstacle detected,obstacle detected,29.215461731,0.21,1,4.2277777778,0,0
90,5,obstacle alarm,autonomous,0,-5.2138933114,15,15.6740636609,3.9,4.02,361.0499332058, ,0,obstacle detected,,13.6257429123,0.025,1,4.2277777778,0,0
91,5,obstacle alarm,autonomous,0,40.4434362744,20,15.6358321021,3.95,4.16,361.4414284165, ,0,obstacle detected,,4.0366754532,0.095,1,4.2277777778,0,0
92,5, ,autonomous,0,5.4002320748,15,15.6732476156,3.58,3.71,362.2269714203, ,0, ,,0,-0.41,1,4.2277777778,0,0
93,5, ,autonomous,0,-2.9890405173,20,15.6363842685,3.46,3.64,362.621024767, ,0, ,,0,-0.095,1,4.2277777778,0,0
94,5, ,autonomous,0,-9.7940125585,15,15.6709580937,3.44,3.63,363.0159363996, ,0, ,,0,-0.015,1,4.2277777778,0,0
95,5, ,autonomous,0,-11.9242296573,20,15.6397923284,3.37,3.52,363.6099192786, ,0, ,,0,-0.09,1,4.2277777778,0,0
96,5, ,autonomous,0,-13.2125683442,15,15.6694549599,3.32,3.43,363.4117091253, ,0, ,,0,-0.07,1,4.2277777778,0,0
97,5, ,autonomous,0,-8.7047889834,20,15.6452484576,3.2,3.31,364.0069889342, ,0, ,,0,-0.12,1,4.2277777778,0,0
98,5, ,autonomous,0,-10.6943817963,15,15.6635344244,3.43,3.59,364.2058491459, ,0, ,,0,0.255,1,4.2277777778,0,0
99,5, ,autonomous,0,-14.6133987782,15,15.6521316664,4.07,4.04,365.203418304, ,0, ,,0,0.545,1,4.2277777778,0,0
100,5, ,autonomous,0,-19.7576800956,15,15.6589948958,3.35,3.43,365.4035882632, ,0, ,,0,-0.665,1,4.2277777778,0,0
101,5, ,autonomous,0,-21.1052624806,15,15.6534569264,3.21,3.35,366.0054168802, ,0, ,,0,-0.11,1,4.2277777778,0,0
102,5, ,autonomous,0,-20.7558512795,15,15.6634836008,3.65,3.83,366.4077385314, ,0, ,,0,0.46,1,4.2277777778,0,0
103,5, ,autonomous,0,-13.8676129167,15,15.6554127619,4.3,5,367.0128821522, ,0, ,,0,0.91,1,4.2277777778,0,0
104,5, ,autonomous,0,54.987585326,15,15.6561153032,4.02,4.07,367.2150411281, ,0, ,,0,-0.605,1,4.2277777778,0,0
105,5, ,autonomous,0,57.7502368403,15,15.6593978267,5,4.73,367.8228565123, ,0, ,,0,0.82,1,4.2277777778,0,0
106,5, ,autonomous,0,49.7329007882,15,15.6512797997,3.97,4.15,368.432687348, ,0, ,,0,-0.805,1,4.2277777778,0,0
107,5, ,autonomous,0,50.757049676,15,15.6691447697,5,3.78,369.0445436764, ,0, ,,0,0.33,1,4.2277777778,0,0
108,5, ,autonomous,0,48.2935033602,20,15.6462829014,3.2,3.34,369.2489476405, ,0, ,,0,-1.12,1,4.2277777778,0,0
109,5, ,autonomous,0,50.3680102734,15,15.6729923395,3.44,3.51,369.4535781579, ,0, ,,0,0.205,1,4.2277777778,0,0
110,5, ,autonomous,0,49.3029815655,20,15.6412384402,3.66,3.67,370.0688328029, ,0, ,,0,0.19,1,4.2277777778,0,0
111,5, ,autonomous,0,47.0985104641,15,15.6746061404,4.41,4.54,370.2743733106, ,0, ,,0,0.81,1,4.2277777778,0,0
112,5, ,autonomous,0,49.9900547235,20,15.6364142399,4.2,4.17,370.6861400452, ,0, ,,0,-0.29,1,4.2277777778,0,0
113,5, ,autonomous,0,48.5663144517,15,15.6767064514,3.8,3.77,368.636413905, ,0, ,,0,-0.4,1,4.2277777778,0,0
114,5, ,autonomous,0,49.3523368128,20,15.6384494752,3.39,3.34,359.8805196675, ,0, ,,0,-0.42,1,4.2277777778,0,0
115,5, ,autonomous,0,49.5408245597,15,15.6742161535,3.69,3.84,351.9020304747, ,0, ,,0,0.4,1,4.2277777778,0,0
116,5, ,autonomous,0,47.2946568188,20,15.6359039158,3.91,3.76,347.4997393752, ,0, ,,0,0.07,1,4.2277777778,0,0
117,5, ,autonomous,0,50.2607433973,15,15.6733704122,3.82,3.82,344.2696319758, ,0, ,,0,-0.015,1,4.2277777778,0,0
118,5, ,autonomous,0,47.3681959562,20,15.6365014247,4.2,4.17,341.9738731961, ,0, ,,0,0.365,1,4.2277777778,0,0
119,1,cyclist alarm,autonomous,0,130.4312672947,15,15.6726042266,3.78,3.8,341.4484242155, ,0,cyclist detected,cyclist detected,38.5058059692,-0.395,1,4.2277777778,-4,0
120,1,cyclist alarm,autonomous,0,50,20,15.6399149641,3.87,3.83,341.9738731961,cyclist detected,25.3970603943,cyclist detected,,22.7759017944,0.06,1,4.2277777778,0,0
121,1,cyclist alarm,autonomous,0,-12.2683918476,15,15.6677011217,3.74,3.96,342.6769926667, ,0,cyclist detected,,7.7594380379,0,1,4.2277777778,0,0
122,3, ,autonomous,0,22.8027994203,20,15.6376915021,3.81,3.92,343.3830094087, ,0, ,,0,0.015,1,4.2277777778,2,0
123,5, ,autonomous,0,-8.7584295989,15,15.6633692421,3.88,3.86,344.803806634, ,0, ,,0,0.005,1,4.2277777778,2,0
124,5, ,autonomous,0,-12.2619801095,15,15.6464627203,3.42,3.54,346.5964231249, ,0, ,,0,-0.39,1,4.2277777778,0,0
125,5, ,autonomous,0,-5.9441161716,15,15.6593751558,3.19,3.31,346.2364102209, ,0, ,,0,-0.23,1,4.2277777778,0,0
126,5, ,autonomous,0,-1.7331232946,15,15.6541588789,3.22,3.36,343.5599683925, ,0, ,,0,0.04,1,4.2277777778,0,0
127,5, ,autonomous,0,0.048187954,15,15.6573764675,3.25,3.34,348.7723214286, ,0, ,,0,0.005,1,4.2277777778,0,0
128,5, ,autonomous,0,0.1392488379,15,15.661933647,3.05,3.21,348.5899536375, ,0, ,,0,-0.165,1,4.2277777778,0,0
129,5, ,autonomous,0,0.0984134534,15,15.6502800793,3.35,3.43,349.1376300538, ,0, ,,0,0.26,1,4.2277777778,0,0
130,5, ,autonomous,0,0.036065145,15,15.6682224004,3.2,3.28,349.6870301081, ,0, ,,0,-0.15,1,4.2277777778,0,0
131,5, ,autonomous,0,0.0124659035,20,15.6454356205,3.1,3.17,349.8705478973, ,0, ,,0,-0.105,1,4.2277777778,0,0
132,5, ,autonomous,0,-0.0170810394,15,15.6722012972,3.22,3.21,350.7910337812, ,0, ,,0,0.08,1,4.2277777778,0,0
133,5, ,autonomous,0,-0.0189599784,20,15.6405167875,3.64,3.75,351.3456538543, ,0, ,,0,0.48,1,4.2277777778,0,0
134,5, ,autonomous,0,0.0232927345,15,15.6734106024,3.86,4.03,351.5309171442, ,0, ,,0,0.25,1,4.2277777778,0,0
135,5, ,autonomous,0,-79.1102148419,20,15.6367392205,4.02,4.27,352.0878811351, ,0, ,,0,0.2,1,4.2277777778,0,0
136,5, ,autonomous,0,-68.2722631452,15,15.6739536647,3.88,4.2,352.2739282066, ,0, ,,0,-0.105,1,4.2277777778,0,0
137,5, ,autonomous,0,-66.0477452653,20,15.6357588422,3.55,3.69,352.8332510056, ,0, ,,0,-0.42,1,4.2277777778,0,0
138,5, ,autonomous,0,-61.423052714,15,15.6723204775,3.57,3.82,353.0200868429, ,0, ,,0,0.075,1,4.2277777778,0,0
139,5, ,autonomous,0,-57.7649820882,20,15.637851382,3.37,3.53,353.2071206556, ,0, ,,0,-0.245,1,4.2277777778,0,0
140,5, ,autonomous,0,-62.8256408772,15,15.6694497692,3.51,3.71,353.7694130965, ,0, ,,0,0.16,1,4.2277777778,0,0
141,5, ,autonomous,0,-128.7513340792,20,15.6424639656,5,4.41,354.333498689, ,0, ,,0,1.095,1,4.2277777778,0,0
142,5, ,autonomous,0,70.928709879,15,15.6657879751,3.69,3.82,354.7105561862, ,0, ,,0,-0.95,1,4.2277777778,0,0
143,5, ,autonomous,0,98.4450248802,20,15.6427967825,3.56,3.68,355.467083748, ,0, ,,0,-0.135,1,4.2277777778,0,0
144,5, ,autonomous,0,64.439269119,15,15.6678680892,5,5,356.0366005625, ,0, ,,0,1.38,1,4.2277777778,0,0
145,5, ,autonomous,0,50.47187103,20,15.6394144123,3.81,3.79,356.607945225, ,0, ,,0,-1.2,1,4.2277777778,0,0
146,5, ,autonomous,0,53.6987356566,15,15.6630873538,3.91,3.67,356.9898614879, ,0, ,,0,-0.01,1,4.2277777778,0,0
147,5, ,autonomous,0,53.0910938824,15,15.6517276275,3.71,3.6,357.5642721779, ,0, ,,0,-0.135,1,4.2277777778,0,0
148,5, ,autonomous,0,51.8929241432,15,15.6586266379,3.7,3.71,357.9482406844, ,0, ,,0,0.05,1,4.2277777778,0,0
149,5, ,autonomous,0,-22.9658601961,15,15.6594776328,3.4,3.38,353.9572419652, ,0, ,,0,-0.315,1,4.2277777778,0,0
150,5, ,autonomous,0,-5.574341532,15,15.6538377818,5,5,350.2381619501, ,0, ,,0,1.61,1,4.2277777778,0,0
151,5, ,autonomous,0,-0.052551957,15,15.6664302092,3.44,3.55,350.2381619501, ,0, ,,0,-1.505,1,4.2277777778,0,0
152,5, ,autonomous,0,0.667376201,15,15.6488851884,3.17,3.43,348.4077764616, ,0, ,,0,-0.195,1,4.2277777778,0,0
153,5, ,autonomous,0,0.3431952897,15,15.6714624219,3.48,3.51,348.954880134, ,0, ,,0,0.195,1,4.2277777778,0,0
154,5, ,autonomous,0,0.0776026491,20,15.643834666,3.3,3.36,350.7910337812, ,0, ,,0,-0.165,1,4.2277777778,0,0
155,5, ,autonomous,0,-0.0482125748,15,15.671248376,3.04,3.25,351.5309171442, ,0, ,,0,-0.185,1,4.2277777778,0,0
156,5, ,autonomous,0,0.0051204414,20,15.6459049677,3.24,3.32,351.9020304747, ,0, ,,0,0.135,1,4.2277777778,0,0
157,5, ,autonomous,0,-0.0055334418,15,15.6725504737,4.72,8.23,351.1605857359, ,0, ,,0,3.195,1,4.2277777778,0,0
158,5, ,autonomous,0,-0.0142640458,20,15.64083461,3.39,3.24,353.0200868429, ,0, ,,0,-3.16,1,4.2277777778,0,0
159,5, ,autonomous,0,0.0036146249,15,15.6742255332,3.21,3.35,351.7163759145, ,0, ,,0,-0.035,1,4.2277777778,0,0
160,5, ,autonomous,0,-0.0007109896,20,15.636957931,3.44,3.57,354.1452703899, ,0, ,,0,0.225,1,4.2277777778,0,0
161,5, ,autonomous,0,0.0036741557,15,15.674155646,4.93,5,354.7105561862, ,0, ,,0,1.46,1,4.2277777778,0,0
162,5, ,autonomous,0,0.0025374238,20,15.6359515557,3.5,3.74,355.467083748, ,0, ,,0,-1.345,1,4.2277777778,0,0
163,5, ,autonomous,0,0.0005946905,15,15.6735720983,3.5,3.68,352.6466128293, ,0, ,,0,-0.03,1,4.2277777778,0,0
164,5, ,autonomous,0,0.0002299012,20,15.6380242493,5,3.64,355.2776494831, ,0, ,,0,0.73,1,4.2277777778,0,0
165,5, ,autonomous,0,-0.0009908215,15,15.6696148375,3.6,3.64,355.8465589638, ,0, ,,0,-0.7,1,4.2277777778,0,0
166,5, ,autonomous,0,-0.000769431,20,15.6355360629,3.53,3.74,354.5219271812, ,0, ,,0,0.015,1,4.2277777778,0,0
167,5, ,autonomous,0,0.0175677952,15,15.6717634504,3.78,3.82,356.4172933671, ,0, ,,0,0.165,1,4.2277777778,0,0
168,5, ,autonomous,0,-0.000957938,20,15.6394728419,3.38,3.49,356.798801156, ,0, ,,0,-0.365,1,4.2277777778,0,0
169,5, ,autonomous,0,-0.0021159818,15,15.6673036776,3.81,3.9,357.1811265493, ,0, ,,0,0.42,1,4.2277777778,0,0
170,5,truck alarm,autonomous,0,-0.0154760464,20,15.6449656014,3.51,3.62,357.7561534058, ,0,truck detected,truck detected,27.5370941162,-0.29,1,4.2277777778,0,0
171,5,truck alarm,autonomous,0,-0.0164864308,15,15.6654326737,3.66,3.79,358.1405343457, ,0,truck detected,,4.371240139,0.16,1,4.2277777778,0,0
172,5, ,autonomous,0,0.0040884779,15,15.6518932949,3.84,4.01,358.7186569573, ,0, ,,0,0.2,1,4.2277777778,0,0
173,5, ,autonomous,0,0.0005321786,15,15.658774436,3.78,4.11,359.2986490371, ,0, ,,0,0.02,1,4.2277777778,0,0
174,5, ,autonomous,0,-0.0181936598,15,15.6520080782,3.78,4.03,361.2455747417, ,0, ,,0,-0.04,1,4.2277777778,0,0
175,5, ,autonomous,0,-0.0037253201,15,15.6539796761,3.82,3.99,360.8545034642, ,0, ,,0,0,1,4.2277777778,0,0
176,5, ,autonomous,0,0.0214943962,15,15.6665651107,3.72,3.69,361.0499332058, ,0, ,,0,-0.2,1,4.2277777778,0,0
177,5, ,autonomous,0,133.4882564411,15,15.6494490868,3.79,3.87,361.8337735644, ,0, ,,0,0.125,1,4.2277777778,0,0
178,5, ,autonomous,0,93.2435147405,15,15.6685242867,4.24,4.3,362.4238909829, ,0, ,,0,0.44,1,4.2277777778,0,0
179,5, ,autonomous,0,84.8705611606,15,15.6511301101,4.05,4.17,363.0159363996, ,0, ,,0,-0.16,1,4.2277777778,0,0
0,3, ,autonomous,0,0,20,0,2.83,2.94,258.1511216666, ,0, ,,0,0,0.8,2.2529411765,0,0
1,3, ,autonomous,0,-4.250870464,20,1.1006632961,2.73,2.72,231.7658238116, ,0, ,,0,-0.16,0.8,2.2529411765,0,0
2,3, ,autonomous,0,-2.6401533144,20,3.0641576302,2.88,2.97,234.2084923999, ,0, ,,0,0.2,0.8,2.2529411765,0,0
3,3, ,autonomous,0,-1.7324642348,20,4.2726172087,3.2,3.33,241.0684152162, ,0, ,,0,0.34,0.8,2.2529411765,0,0
4,3, ,autonomous,0,-1.3673020744,20,4.9220544556,2.94,2.95,239.3375137619, ,0, ,,0,-0.32,0.8,2.2529411765,0,0
5,3, ,autonomous,0,-1.0871471231,20,5.5678538734,3.22,3.1,241.2428833349, ,0, ,,0,0.215,0.8,2.2529411765,0,0
6,3, ,autonomous,0,-0.8328539001,20,6.4040633703,3.47,3.54,243.4452369939, ,0, ,,0,0.345,0.8,2.2529411765,0,0
7,3, ,autonomous,0,-0.6111120046,20,7.0058866267,3.56,3.64,246.414666601, ,0, ,,0,0.095,0.8,2.2529411765,0,0
8,3, ,autonomous,0,-0.439822629,20,7.492685155,3.56,3.55,250.0187514064, ,0, ,,0,-0.045,0.8,2.2529411765,0,0
9,3, ,autonomous,0,-0.3061486915,20,7.8946525755,3.48,3.6,252.767807492, ,0, ,,0,-0.015,0.8,2.2529411765,0,0
10,3, ,autonomous,0,-0.2091058256,20,8.2316245441,3.35,3.49,253.4404541653, ,0, ,,0,-0.12,0.8,2.2529411765,0,0
11,3,obstacle alarm,autonomous,0,-0.1432081844,20,8.5492553782,3.31,3.44,253.1517391524, ,0,false alarm,false alarm,38.4611968994,-0.045,0.8,2.2529411765,0,0
12,3,obstacle alarm,autonomous,0,-0.094500822,20,8.8657202164,3.65,3.76,253.9231120817, ,0,false alarm,,30.0436019897,0.33,0.8,2.2529411765,0,0
13,3,obstacle alarm,autonomous,0,-0.0607624024,20,9.1813648794,3.77,3.75,253.9231120817, ,0,false alarm,,21.3955116272,0.055,0.8,2.2529411765,0,0
14,3, ,autonomous,0,-0.0429562836,20,9.6906158377,3.66,3.84,253.2479043736, ,0, ,,0,-0.01,0.8,2.2529411765,0,0
15,3, ,autonomous,0,-0.0213437161,20,10.0182550428,3.77,3.88,255.8722685635, ,0, ,,0,0.075,0.8,2.2529411765,0,0
16,2, ,autonomous,0,-0.0206823721,20,10.3108668157,3.52,3.67,255.0890260701, ,0, ,,0,-0.23,0.8,2.2529411765,-1,0
17,2, ,autonomous,0,-0.0073685071,20,10.5739091609,3.6,3.63,256.1672259651, ,0, ,,0,0.02,0.8,2.2529411765,0,0
18,2, ,autonomous,0,-0.0082435262,20,10.8097219419,3.49,3.68,257.3538873305, ,0, ,,0,-0.03,0.8,2.2529411765,0,0
19,2, ,autonomous,0,-0.0070854636,20,11.0239140802,3.62,3.76,258.2511233924, ,0, ,,0,0.105,0.8,2.2529411765,0,0
20,2, ,autonomous,0,0.000956535,20,11.2316557686,3.62,3.81,260.776592693, ,0, ,,0,0.025,0.8,2.2529411765,0,0
21,2, ,autonomous,0,0.0014617268,20,11.4374756587,3.72,3.74,262.3157232044, ,0, ,,0,0.015,0.8,2.2529411765,0,0
22,2, ,autonomous,0,0.000784089,20,11.6416117127,3.77,3.87,265.872593853, ,0, ,,0,0.09,0.8,2.2529411765,0,0
23,2, ,autonomous,0,-0.0043090361,20,11.8446842093,3.85,3.85,268.2259535433, ,0, ,,0,0.03,0.8,2.2529411765,0,0
24,2, ,autonomous,0,-0.0017874284,20,12.0466863685,4.05,4.11,269.5272492049, ,0, ,,0,0.23,0.8,2.2529411765,0,0
25,2, ,autonomous,0,0.0060314047,20,12.2476024625,3.59,5,264.921715633, ,0, ,,0,0.215,0.8,2.2529411765,0,0
26,2, ,autonomous,0,0.0033371552,20,12.4474171339,3.67,3.74,278.6524368156, ,0, ,,0,-0.59,0.8,2.2529411765,0,0
27,2, ,autonomous,0,-0.0001447546,20,12.6461154691,3.48,3.46,269.4183258345, ,0, ,,0,-0.235,0.8,2.2529411765,0,0
28,2, ,autonomous,0,-0.0005960473,20,12.873518519,3.52,3.55,264.5012828312, ,0, ,,0,0.065,0.8,2.2529411765,0,0
29,2, ,autonomous,0,0.0017746464,20,13.2096546434,3.54,3.72,266.0848278431, ,0, ,,0,0.095,0.8,2.2529411765,0,0
30,2, ,autonomous,0,0.0088870322,20,13.4327449667,3.44,3.59,273.2837778749, ,0, ,,0,-0.115,0.8,2.2529411765,0,0
31,2, ,autonomous,0,107.9451255895,20,13.640535639,3.69,3.73,268.9835113108, ,0, ,,0,0.195,0.8,2.2529411765,0,0
32,2, ,autonomous,0,15.1436635265,20,13.8353289971,3.8,3.88,268.3339147235, ,0, ,,0,0.13,0.8,2.2529411765,0,0
33,2, ,autonomous,0,21.8694430578,20,14.0199493114,3.58,3.67,269.5272492049, ,0, ,,0,-0.215,0.8,2.2529411765,0,0
34,2, ,autonomous,0,2.3158984243,20,14.1940165901,3.6,3.65,271.1717330585, ,0, ,,0,0,0.8,2.2529411765,0,0
35,2, ,autonomous,0,13.1497267016,20,14.3584830171,3.46,3.54,272.5018393874, ,0, ,,0,-0.125,0.8,2.2529411765,0,0
36,2, ,autonomous,0,16.321091065,20,14.5137146183,3.53,3.52,273.8450584659, ,0, ,,0,0.025,0.8,2.2529411765,0,0
37,2, ,autonomous,0,10.4610606623,20,14.660882843,3.44,3.54,270.8412328693, ,0, ,,0,-0.035,0.8,2.2529411765,0,0
38,2, ,autonomous,0,11.9756215823,20,14.8018026026,3.42,3.49,270.731245093, ,0, ,,0,-0.035,0.8,2.2529411765,0,0
39,2, ,autonomous,0,-23.6353166051,20,14.9367764764,3.6,3.62,269.4183258345, ,0, ,,0,0.155,0.8,2.2529411765,0,0
40,2, ,autonomous,0,-31.7245929812,20,15.0653687073,3.63,3.75,266.8303225979, ,0, ,,0,0.08,0.8,2.2529411765,0,0
41,2, ,autonomous,0,-38.8588705286,20,15.1878629682,3.69,3.67,268.0102915952, ,0, ,,0,-0.01,0.8,2.2529411765,0,0
42,2, ,autonomous,0,-30.9188774517,20,15.3039654864,3.5,3.61,263.1440450503, ,0, ,,0,-0.125,0.8,2.2529411765,0,0
43,2,truck alarm,autonomous,0,-34.5834774278,20,15.4140631668,3.45,3.59,259.3562777187,truck detected,39.6015739441,truck detected,truck detected,33.6377868652,-0.035,0.8,2.2529411765,0,0
44,2, ,autonomous,0,-19.0923233658,20,15.5181788269,3.6,3.66,258.4513594542, ,0, ,,0,0.11,0.8,2.2529411765,0,0
45,2, ,autonomous,0,-21.882066447,20,15.6165673124,3.87,3.93,256.2656962739, ,0, ,,0,0.27,0.8,2.2529411765,0,0
46,3, ,autonomous,0,-13.3352846762,15,15.6796754924,3.33,3.56,257.3538873305, ,0, ,,0,-0.455,0.8,2.2529411765,1,0
47,3, ,autonomous,0,-9.2179525452,20,15.6352293015,3.24,3.42,254.9914577862, ,0, ,,0,-0.115,0.8,2.2529411765,0,0
48,3, ,autonomous,0,-10.2113569821,15,15.6724544892,3.19,3.36,259.8617535471, ,0, ,,0,-0.055,0.8,2.2529411765,0,0
49,3, ,autonomous,0,-7.730367091,20,15.6344118746,3.14,3.28,263.7687275797, ,0, ,,0,-0.065,0.8,2.2529411765,0,0
50,3, ,autonomous,0,-3.8397627461,15,15.6710660646,3.36,3.47,267.1511006625, ,0, ,,0,0.205,0.8,2.2529411765,0,0
51,3, ,autonomous,0,-3.2868442868,20,15.636707919,3.32,3.45,269.9638248475, ,0, ,,0,-0.03,0.8,2.2529411765,0,0
52,3, ,autonomous,0,-0.2974617622,15,15.6683798662,3.46,3.8,272.168091013, ,0, ,,0,0.245,0.8,2.2529411765,0,0
53,3, ,autonomous,0,3.9138896077,20,15.6413787767,3.54,3.6,274.6347358014, ,0, ,,0,-0.06,0.8,2.2529411765,0,0
54,3, ,autonomous,0,12.3077101863,15,15.6647815577,3.04,3.14,276.801284358, ,0, ,,0,-0.48,0.8,2.2529411765,0,0
55,3, ,autonomous,0,33.7223510196,15,15.6477612862,3.06,3.06,278.6524368156, ,0, ,,0,-0.03,0.8,2.2529411765,0,0
56,3, ,autonomous,0,30.0507727251,15,15.6605773971,3.23,3.37,280.1748290934, ,0, ,,0,0.24,0.8,2.2529411765,0,0
57,3, ,autonomous,0,24.3318091305,15,15.6552832633,3.13,3.33,281.0014893079, ,0, ,,0,-0.07,0.8,2.2529411765,0,0
58,3, ,autonomous,0,14.4023343659,15,15.6559900923,3.35,3.43,282.0715333409, ,0, ,,0,0.16,0.8,2.2529411765,0,0
59,3, ,autonomous,0,10.5247247818,15,15.6628823548,3.53,5,283.3904837476, ,0, ,,0,0.875,0.8,2.2529411765,0,0
60,3, ,autonomous,0,1.5585169319,15,15.6511517114,3.61,3.57,284.6002789083, ,0, ,,0,-0.675,0.8,2.2529411765,0,0
61,3, ,autonomous,0,11.2941961078,15,15.6690410707,3.79,3.93,283.0295482848, ,0, ,,0,0.27,0.8,2.2529411765,0,0
62,3, ,autonomous,0,19.8541831655,20,15.6461828553,3.78,3.91,296.630280019, ,0, ,,0,-0.015,0.8,2.2529411765,0,0
63,3, ,autonomous,0,14.2353104299,15,15.6729000458,3.9,3.98,295.9718234824, ,0, ,,0,0.095,0.8,2.2529411765,0,0
64,3, ,autonomous,0,5.9504103798,20,15.6411488852,3.77,3.89,294.143600906, ,0, ,,0,-0.11,0.8,2.2529411765,0,0
65,3, ,autonomous,0,18.7904655443,15,15.6745200026,4.18,4.05,293.3669727462, ,0, ,,0,0.285,0.8,2.2529411765,0,12
66,3, ,autonomous,0,27.0103894077,20,15.6372304352,4.18,4.28,298.0892479208, ,0, ,,0,0.115,0.8,2.2529411765,0,12
67,3, ,autonomous,0,38.1299468615,15,15.6747178829,3.77,3.79,292.5944348538, ,0, ,,0,-0.45,0.8,2.2529411765,0,12
68,3, ,autonomous,0,50.8422665424,20,15.6337755062,3.56,3.63,279.7046319087, ,0, ,,0,-0.185,0.8,2.2529411765,0,12
69,3, ,autonomous,0,32.3690602768,15,15.6765471317,3.67,3.81,274.8611950965, ,0, ,,0,0.145,0.8,2.2529411765,0,12
70,3, ,autonomous,0,14.9894164209,20,15.635792774,3.38,3.5,267.4726509214, ,0, ,,0,-0.3,0.8,2.2529411765,0,12
71,3, ,autonomous,0,3.9170480949,15,15.6732267239,3.64,3.69,250.8654859264, ,0, ,,0,0.225,0.8,2.2529411765,0,12
72,3, ,autonomous,0,-0.3923061486,20,15.6363713401,3.98,3.96,238.3108526762, ,0, ,,0,0.305,0.8,2.2529411765,0,12
73,3, ,autonomous,0,-1.5115789715,15,15.6709474,4.39,4.43,243.00155521, ,0, ,,0,0.44,0.8,2.2529411765,0,12
74,0, ,manual,0,-6.6605630579,0,15.6374774473,4.29,4.26,243.3563710698, ,0, ,,0,-0.135,0.8,2.2529411765,-3,-12
75,0, ,manual,0,2.156099794,0,15.486534765,4.23,4.24,227.3398958783, ,0, ,,0,-0.04,0.8,2.2529411765,0,-12
76,0, ,manual,0,13.3678187228,0,15.3206184266,4.24,4.21,197.3710180397, ,0, ,,0,-0.01,0.8,2.2529411765,0,-12
77,0, ,manual,0,1.0739299611,0,15.1561707387,4.04,3.97,187.7652183709, ,0, ,,0,-0.22,0.8,2.2529411765,0,-12
78,0,obstacle alarm,manual,0,-30.1661707485,0,14.9931990117,3.82,3.91,182.5817053131, ,0,obstacle detected,obstacle detected,28.6288967133,-0.14,0.8,2.2529411765,0,-12
79,0,obstacle alarm,manual,0,-24.986037995,39.4827191577,14.8477013655,4.05,4.1,182.4018677951, ,0,obstacle detected,,15.4651823044,0.21,0.8,2.2529411765,0,-12
80,0,obstacle alarm,manual,0,-22.6953536278,83.7216754406,15.1465830457,4.34,4.34,183.8505662597, ,0,obstacle detected,,6.3808116913,0.265,0.8,2.2529411765,0,-12
81,0, ,manual,0,-21.7450217441,72.2514686809,17.0015132082,3.92,3.9,186.6298383786, ,0, ,,0,-0.43,0.8,2.2529411765,0,-12
82,0, ,manual,0,-21.7450217441,70.4524299992,18.8483907911,3.85,3.82,184.0332732158, ,0, ,,0,-0.075,0.8,2.2529411765,0,-12
83,3, ,autonomous,0,46.1572459165,15,20.0639440234,4.32,4.24,178.0183002813, ,0, ,,0,0.445,0.8,2.2529411765,3,0
84,3, ,autonomous,0,-10.9130735817,15,19.9233491554,4.36,4.44,175.6543123134, ,0, ,,0,0.12,0.8,2.2529411765,0,0
85,3, ,autonomous,0,-23.4923521572,15,19.8377933267,3.88,3.96,176.1555806088, ,0, ,,0,-0.48,0.8,2.2529411765,0,0
