TimeSignal_Sec,Trust_Human,Alarm_M2H,Mode_H2M,CurrentBrake_Machine,CurrentWheel_Machine,CurrentThrottle_Machine,Speed_Machine,PupilLeft_Human,PupilRight_Human,GSR_Human,EventN_Machine,RangeN_Machine,EventW_Machine,EventAlert_Machine,RangeW_Machine,PupilChange_Human,Reliability_Machine,AverageTrust_Human,TrustChange_Human,ModeDelta_H2M
47,5, ,autonomous,0,-12.9099337398,20,15.635232094,3.48,3.53,283.6316192529, ,0, ,,0,0.095,0.8,3.7721518987,0,0
48,5, ,autonomous,0,-6.4671809658,15,15.6724562669,3.52,3.48,291.6982673123, ,0, ,,0,-0.005,0.8,3.7721518987,0,0
49,5, ,autonomous,0,-7.0361459677,20,15.6344111415,3.42,3.48,293.1090072398, ,0, ,,0,-0.05,0.8,3.7721518987,0,0
50,5,truck alarm,autonomous,0,-6.7945400479,15,15.6710657704,3.56,3.58,280.0571316549,truck detected,39.9605331421,truck detected,truck detected,33.8245544434,0.12,0.8,3.7721518987,0,0
51,5,truck alarm,autonomous,0,-3.0441118019,20,15.6353671179,3.51,3.52,297.6899261729, ,0,truck detected,,5.1837601662,-0.055,0.8,3.7721518987,0,0
52,5, ,autonomous,0,-0.9854104421,15,15.6683798781,3.41,3.4,314.693016962, ,0, ,,0,-0.11,0.8,3.7721518987,0,0
53,5, ,autonomous,0,2.5814956824,20,15.641378658,3.4,3.46,305.885231861, ,0, ,,0,0.025,0.8,3.7721518987,0,0
54,5, ,autonomous,0,8.9833134734,15,15.6647816213,3.56,3.61,285.4532998401, ,0, ,,0,0.155,0.8,3.7721518987,0,0
55,5, ,autonomous,0,24.9943837688,15,15.6477557579,3.69,3.72,274.9745648528, ,0, ,,0,0.12,0.8,3.7721518987,0,0
56,5, ,autonomous,0,69.9219797669,15,15.6606572463,3.63,3.73,272.3904990194, ,0, ,,0,-0.025,0.8,3.7721518987,0,0
57,5, ,autonomous,0,28.9629535385,15,15.6553096199,3.23,3.4,298.4896424094, ,0, ,,0,-0.365,0.8,3.7721518987,0,0
58,5, ,autonomous,0,12.8233722724,15,15.6559884073,3.35,3.39,308.1474177246, ,0, ,,0,0.055,0.8,3.7721518987,0,0
59,5, ,autonomous,0,8.726238554,15,15.6628812971,3.45,3.52,296.630280019, ,0, ,,0,0.115,0.8,3.7721518987,0,0
60,5, ,autonomous,0,8.4063822819,15,15.6511546013,3.51,3.59,287.0511238052, ,0, ,,0,0.065,0.8,3.7721518987,0,0
61,5, ,autonomous,0,16.1410332566,15,15.6690368395,3.84,4,288.7919831345, ,0, ,,0,0.37,0.8,3.7721518987,0,0
62,5, ,autonomous,0,15.8945234413,20,15.6461785225,3.53,3.62,289.0424025205, ,0, ,,0,-0.345,0.8,3.7721518987,0,0
63,5, ,autonomous,0,7.5675444523,15,15.6728954035,3.64,3.7,289.5445464285, ,0, ,,0,0.095,0.8,3.7721518987,0,0
64,5, ,autonomous,0,15.4338298105,20,15.6411652009,3.69,3.76,294.7939390366, ,0, ,,0,0.055,0.8,3.7721518987,0,0
65,5, ,autonomous,0,20.2525030153,15,15.6745210382,3.45,3.59,299.02517792, ,0, ,,0,-0.205,0.8,3.7721518987,0,0
66,5, ,autonomous,0,30.1416102249,20,15.6372312338,3.57,3.67,298.4896424094, ,0, ,,0,0.1,0.8,3.7721518987,0,0
67,5, ,autonomous,0,39.1301336036,15,15.6744173189,3.6,3.75,296.7623230555, ,0, ,,0,0.055,0.8,3.7721518987,0,0
68,5, ,autonomous,0,52.1624042862,20,15.6337766701,3.58,3.73,297.1591584453, ,0, ,,0,-0.02,0.8,3.7721518987,0,0
69,5, ,autonomous,0,28.5895360704,15,15.6765413923,3.5,3.67,297.9560216912, ,0, ,,0,-0.07,0.8,3.7721518987,0,0
70,5, ,autonomous,0,15.2442245865,20,15.6357917979,3.85,3.94,298.6233463732, ,0, ,,0,0.31,0.8,3.7721518987,0,0
71,5, ,autonomous,0,4.8696803934,15,15.6732275842,3.76,4.31,299.293666946, ,0, ,,0,0.14,0.8,3.7721518987,0,0
72,5, ,autonomous,0,0.7793876048,20,15.636371836,4.01,4.13,300.1020346918, ,0, ,,0,0.035,0.8,3.7721518987,0,0
73,5, ,autonomous,0,-0.1284868371,15,15.6709479033,3.63,3.87,301.0506668272, ,0, ,,0,-0.32,0.8,3.7721518987,0,0
74,5, ,autonomous,0,0.5596404939,20,15.6397821531,3.58,3.77,301.8685664262, ,0, ,,0,-0.075,0.8,3.7721518987,0,0
75,5, ,autonomous,0,2.5232660374,15,15.667602768,3.79,3.98,302.5535519787, ,0, ,,0,0.21,0.8,3.7721518987,0,0
76,5, ,autonomous,0,-9.8782625415,20,15.6452353243,3.6,3.55,303.2416532735, ,0, ,,0,-0.31,0.8,3.7721518987,0,0
77,5, ,autonomous,0,-13.2491318679,15,15.6635287506,3.41,3.49,303.9328916175, ,0, ,,0,-0.125,0.8,3.7721518987,0,0
78,5, ,autonomous,0,-12.0836267965,15,15.6521292158,3.43,3.5,304.2102701387, ,0, ,,0,0.015,0.8,3.7721518987,0,0
79,5, ,autonomous,0,-9.986713326,15,15.658994306,3.24,3.34,305.0454517723, ,0, ,,0,-0.175,0.8,3.7721518987,0,0
80,5, ,autonomous,0,-7.2839538511,15,15.6534499166,3.18,3.3,305.6047918831, ,0, ,,0,-0.05,0.8,3.7721518987,0,0
81,5, ,autonomous,0,-10.4004198307,15,15.6611066041,3.34,3.39,306.4476587399, ,0, ,,0,0.125,0.8,3.7721518987,0,0
82,5, ,autonomous,0,-13.9684538055,15,15.6553964018,3.7,3.69,306.8708380643, ,0, ,,0,0.33,0.8,3.7721518987,0,0
83,5, ,autonomous,0,-18.7161060381,15,15.6561019547,3.64,3.78,307.5787401575, ,0, ,,0,0.015,0.8,3.7721518987,0,0
84,5, ,autonomous,0,-20.9694018236,15,15.6629925831,3.2,3.32,308.1474177246, ,0, ,,0,-0.45,0.8,3.7721518987,0,0
85,5, ,autonomous,0,-18.8952386751,15,15.6512631255,3.31,3.45,309.0043878623, ,0, ,,0,0.12,0.8,3.7721518987,0,0
86,5, ,autonomous,0,-15.9854385849,15,15.6691411176,3.23,3.31,309.4346628709, ,0, ,,0,-0.11,0.8,3.7721518987,0,0
87,5, ,autonomous,0,60.6095446035,20,15.6463453379,3.36,3.51,310.0102303376, ,0, ,,0,0.165,0.8,3.7721518987,0,0
88,5, ,autonomous,0,46.577063314,15,15.6729833979,3.48,3.55,310.7327077248, ,0, ,,0,0.08,0.8,3.7721518987,0,0
89,5, ,autonomous,0,47.3345538702,20,15.6412308857,3.47,3.59,311.3131187348, ,0, ,,0,0.015,0.8,3.7721518987,0,0
90,5, ,autonomous,0,49.152889778,15,15.6745986208,3.71,3.9,311.8957020772, ,0, ,,0,0.275,0.8,3.7721518987,0,0
91,5, ,autonomous,0,52.2463085413,20,15.6364131006,3.88,3.96,312.334072524, ,0, ,,0,0.115,0.8,3.7721518987,0,0
92,5, ,autonomous,0,50.1712501392,15,15.6767042151,3.9,4.04,312.7736769673, ,0, ,,0,0.05,0.8,3.7721518987,0,0
93,5, ,autonomous,0,52.2923699079,20,15.638448015,3.66,3.91,313.2145206252, ,0, ,,0,-0.185,0.8,3.7721518987,0,0
94,5, ,autonomous,0,50.9366085358,15,15.6741156466,3.77,3.9,313.8042489095, ,0, ,,0,0.05,0.8,3.7721518987,0,0
95,5, ,autonomous,0,51.9347928943,20,15.6359022766,3.72,3.91,314.3962020939, ,0, ,,0,-0.02,0.8,3.7721518987,0,0
96,5, ,autonomous,0,49.3461909214,15,15.6733719808,3.72,3.86,314.693016962, ,0, ,,0,-0.025,0.8,3.7721518987,0,0
97,5, ,autonomous,0,51.9018029685,20,15.6365055143,3.59,3.58,315.2883311789, ,0, ,,0,-0.205,0.8,3.7721518987,0,0
98,5, ,autonomous,0,48.7576520282,15,15.6710754817,3.92,4.01,316.1855376735, ,0, ,,0,0.38,0.8,3.7721518987,0,0
99,5, ,autonomous,0,51.2838758103,20,15.6398959896,3.62,3.75,316.4857423173, ,0, ,,0,-0.28,0.8,3.7721518987,0,0
100,5, ,autonomous,0,48.0541036593,15,15.6677097967,3.86,4,316.7865175658, ,0, ,,0,0.245,0.8,3.7721518987,0,0
101,5, ,autonomous,0,50.1412647235,20,15.6453318568,4.2,4.18,317.3897863967, ,0, ,,0,0.26,0.8,3.7721518987,0,0
102,4,pedestrian alarm,autonomous,16.6626930237,132.8775722191,0,15.5973303936,4.05,4.03,314.099946603, ,0,pedestrian detected,pedestrian detected,28.6674613953,-0.15,0.8,3.7721518987,-1,0
103,1,pedestrian alarm,autonomous,88.0374383926,-2.8307268074,0,12.2728637552,4.01,4.15,312.334072524, ,0,pedestrian detected,,14.3925123215,0.04,0.8,3.7721518987,-3,0
104,1,pedestrian alarm,autonomous,100,-12.5253905776,0,5.7535336697,3.76,3.82,309.2911047878, ,0,pedestrian detected,,5.9137339592,-0.29,0.8,3.7721518987,0,0
105,1, ,autonomous,0,5.0328473489,20,3.6824428853,4.27,4.41,296.7623230555, ,0, ,,0,0.55,0.8,3.7721518987,0,0
106,1, ,autonomous,0,-5.4488574457,20,4.3866620479,3.41,3.69,284.4788347747, ,0, ,,0,-0.79,0.8,3.7721518987,0,0
107,1, ,autonomous,0,-0.4716980223,20,4.9873583646,3.41,3.53,273.5080137848, ,0, ,,0,-0.08,0.8,3.7721518987,0,0
108,1, ,autonomous,0,-0.3630389155,20,5.6945023596,3.37,3.34,267.1511006625, ,0, ,,0,-0.115,0.8,3.7721518987,0,0
109,1, ,autonomous,0,-0.2858331225,20,6.4840694718,3.43,3.7,262.6257320692, ,0, ,,0,0.21,0.8,3.7721518987,0,0
110,1, ,autonomous,0,-0.191501924,20,7.0700596394,3.22,3.4,269.7453603798, ,0, ,,0,-0.255,0.8,3.7721518987,0,0
111,1, ,autonomous,0,-0.1122126021,20,7.5458125165,3.26,3.32,260.064495995, ,0, ,,0,-0.02,0.8,3.7721518987,0,0
112,1, ,autonomous,0,-0.1024911833,20,7.9382341486,3.08,3.2,255.7741003146, ,0, ,,0,-0.15,0.8,3.7721518987,0,0
113,1, ,autonomous,0,-0.0622777566,20,8.2702730442,3.03,3.07,257.5527339223, ,0, ,,0,-0.09,0.8,3.7721518987,0,0
114,1, ,autonomous,0,-0.0621708035,20,8.5876230946,3.07,3.18,282.3104285472, ,0, ,,0,0.075,0.8,3.7721518987,0,0
115,1, ,autonomous,0,-0.0253093834,20,8.9039908913,3.03,3.11,281.952237291, ,0, ,,0,-0.055,0.8,3.7721518987,0,0
116,1, ,autonomous,0,-0.0162653111,20,9.2255887074,3.18,3.1,276.9162605228, ,0, ,,0,0.07,0.8,3.7721518987,0,0
117,1, ,autonomous,0,-0.0202741838,20,9.7332959993,3.2,3.29,266.2974009374, ,0, ,,0,0.105,0.8,3.7721518987,0,0
118,1, ,autonomous,0,-0.0097880245,20,10.0548863522,3.28,3.37,273.8450584659, ,0, ,,0,0.08,0.8,3.7721518987,0,0
119,1, ,autonomous,0,0.0072972999,20,10.3439583132,3.26,3.3,257.7518880326, ,0, ,,0,-0.045,0.8,3.7721518987,0,0
120,1, ,autonomous,0,0.0188691545,20,10.6035338255,3.63,3.53,256.4628641773, ,0, ,,0,0.3,0.8,3.7721518987,0,0
121,1, ,autonomous,0,0.009945475,20,10.8363586658,3.5,3.48,255.8722685635, ,0, ,,0,-0.09,0.8,3.7721518987,0,0
122,1, ,autonomous,0,0.0078719448,20,11.0489266007,3.34,3.33,255.7741003146, ,0, ,,0,-0.155,0.8,3.7721518987,0,0
123,1, ,autonomous,0,0.0060029476,20,11.2564727785,3.59,3.79,263.9776146983, ,0, ,,0,0.355,0.8,3.7721518987,0,0
124,2, ,autonomous,0,0.0028865238,20,11.4620089415,3.57,3.62,256.5615619468, ,0, ,,0,-0.095,0.8,3.7721518987,1,0
125,2, ,autonomous,0,0.0016093009,20,11.6660152128,3.56,3.69,257.0561924837, ,0, ,,0,0.03,0.8,3.7721518987,0,0
126,2, ,autonomous,0,0.0220580366,20,11.8689602052,3.56,3.44,259.5582318893, ,0, ,,0,-0.125,0.8,3.7721518987,0,0
127,2, ,autonomous,0,0.0392540512,20,12.0607650452,3.44,3.55,261.5952075758, ,0, ,,0,-0.005,0.8,3.7721518987,0,0
128,2, ,autonomous,0,0.0391007818,20,12.271617814,3.46,3.6,263.560170787, ,0, ,,0,0.035,0.8,3.7721518987,0,0
129,2, ,autonomous,0,-54.0746531523,20,12.4719590443,3.62,3.84,265.3434871441, ,0, ,,0,0.2,0.8,3.7721518987,0,0
130,2, ,autonomous,0,-60.4607410847,20,12.6702740301,3.56,3.73,267.0440889791, ,0, ,,0,-0.085,0.8,3.7721518987,0,0
131,2, ,autonomous,0,-52.7060748944,20,12.926942645,3.86,3.99,268.4419628476, ,0, ,,0,0.28,0.8,3.7721518987,0,0
132,2, ,autonomous,0,-55.2966542707,20,13.2373190931,3.71,3.94,268.8750268875, ,0, ,,0,-0.1,0.8,3.7721518987,0,0
133,2, ,autonomous,0,-50.7050601338,20,13.4580851029,3.56,3.84,269.5272492049, ,0, ,,0,-0.125,0.8,3.7721518987,0,0
134,2, ,autonomous,0,-55.6976574489,20,13.6640323931,3.36,3.6,270.4018171002, ,0, ,,0,-0.22,0.8,3.7721518987,0,0
135,2, ,autonomous,0,-57.5341180405,20,13.8577416657,3.61,3.81,271.5030408341, ,0, ,,0,0.23,0.8,3.7721518987,0,0
136,2, ,autonomous,0,-119.3901265667,20,14.0417143778,3.55,3.67,271.9460459045, ,0, ,,0,-0.1,0.8,3.7721518987,0,0
137,2, ,autonomous,0,16.5052312665,20,14.2137946644,3.6,3.79,273.1717977436, ,0, ,,0,0.085,0.8,3.7721518987,0,0
138,2, ,autonomous,0,108.2634616455,20,14.3776393303,3.86,3.54,274.295745673, ,0, ,,0,0.005,0.8,3.7721518987,0,0
139,2, ,autonomous,0,31.2562356761,20,14.5313782516,3.87,3.91,275.3152359452, ,0, ,,0,0.19,0.8,3.7721518987,0,0
140,2, ,autonomous,0,47.8769178558,20,14.6706417157,3.7,3.7,276.4569280106, ,0, ,,0,-0.19,0.8,3.7721518987,0,0
141,2, ,autonomous,0,51.0778250081,20,14.8180478533,3.84,3.88,277.4925770736, ,0, ,,0,0.16,0.8,3.7721518987,0,0
142,2, ,autonomous,0,48.8807170163,20,14.9522785712,3.88,3.87,278.4196898405, ,0, ,,0,0.015,0.8,3.7721518987,0,0
143,2, ,autonomous,0,45.5963281414,20,15.0801544743,3.61,3.62,279.11910012, ,0, ,,0,-0.26,0.8,3.7721518987,0,0
144,2, ,autonomous,0,44.7262220721,20,15.201874743,4.29,4.09,278.8855732493, ,0, ,,0,0.575,0.8,3.7721518987,0,0
145,3, ,autonomous,0,0.0965845133,20,15.3171740386,3.55,3.57,279.3530184094, ,0, ,,0,-0.63,0.8,3.7721518987,1,0
146,3, ,autonomous,0,-3.9299491445,20,15.4266059662,3.68,3.63,280.1748290934, ,0, ,,0,0.095,0.8,3.7721518987,0,0
147,3, ,autonomous,0,-2.3324092448,20,15.5300129737,4.04,4.02,280.646609789, ,0, ,,0,0.375,0.8,3.7721518987,0,0
148,3, ,autonomous,0,-0.8054275714,20,15.6277660222,3.89,4.02,281.1199820083, ,0, ,,0,-0.075,0.8,3.7721518987,0,0
149,3,obstacle alarm,autonomous,0,-47.6447582245,15,15.6729392847,3.5,3.53,281.7139476575,obstacle detected,35.9260864258,obstacle detected,obstacle detected,32.7974472046,-0.44,0.8,3.7721518987,0,0
150,3,obstacle alarm,autonomous,0,-2.717993302,20,15.6360016207,3.81,3.96,282.3104285472, ,0,obstacle detected,,17.2633686066,0.37,0.8,3.7721518987,0,0
151,4,obstacle alarm,autonomous,0,60.6040187292,15,15.667910478,3.93,3.92,282.7894349867, ,0,obstacle detected,,4.1259145737,0.04,0.8,3.7721518987,1,0
152,4, ,autonomous,0,25.2864325223,20,15.6408031274,3.93,3.79,283.3904837476, ,0, ,,0,-0.065,0.8,3.7721518987,0,0
153,4, ,autonomous,0,6.4660149411,15,15.6642058864,3.91,3.92,288.7919831345, ,0, ,,0,0.055,0.8,3.7721518987,0,0
154,4, ,autonomous,0,0.4097234342,15,15.6472213721,3.41,3.72,317.2387538862, ,0, ,,0,-0.35,0.8,3.7721518987,0,0
155,4, ,autonomous,0,-0.5202356301,15,15.6600832135,3.28,3.35,302.6909222992, ,0, ,,0,-0.25,0.8,3.7721518987,0,0
156,4, ,autonomous,0,-0.2709821085,15,15.6577322005,3.42,3.46,310.1544569195, ,0, ,,0,0.125,0.8,3.7721518987,0,0
157,4, ,autonomous,0,-0.0475970356,15,15.6555644317,3.51,3.5,321.3677411061, ,0, ,,0,0.065,0.8,3.7721518987,0,0
0,3, ,autonomous,0,0,20,0,5,3.84,301.4590618594, ,0, ,,0,0,1,4.2277777778,0,0
1,3, ,autonomous,0,-24.6985127647,20,1.1007384606,3.73,3.92,337.4730021598, ,0, ,,0,-0.595,1,4.2277777778,0,0
2,3, ,autonomous,0,-7.4263076971,20,3.0641872391,3.51,3.71,322.4558235522, ,0, ,,0,-0.215,1,4.2277777778,0,0
3,3, ,autonomous,0,-0.3241896126,20,4.2726159201,3.65,3.7,311.3131187348, ,0, ,,0,0.065,1,4.2277777778,0,0
4,3, ,autonomous,0,0.1271281114,20,4.9220535046,3.18,3.38,372.7587877884, ,0, ,,0,-0.395,1,4.2277777778,0,0
5,3, ,autonomous,0,0.099823362,20,5.5085613278,3.14,3.18,309.5783542815, ,0, ,,0,-0.12,1,4.2277777778,0,0
6,3, ,autonomous,0,0.0792190383,20,6.370303942,3.7,3.73,358.7186569573, ,0, ,,0,0.555,1,4.2277777778,0,0
7,3, ,autonomous,0,0.0585973386,20,7.0058864241,3.47,3.67,327.8473542719, ,0, ,,0,-0.145,1,4.2277777778,0,0
8,3, ,autonomous,0,0.041755587,20,7.4926850529,3.78,3.86,335.604255462, ,0, ,,0,0.25,1,4.2277777778,0,0
9,3, ,autonomous,0,0.0287365654,20,7.8946525276,3.83,3.94,324.812420827, ,0, ,,0,0.065,1,4.2277777778,0,0
10,3, ,autonomous,0,0.0209278433,20,8.2316245224,3.7,3.8,338.673078877, ,0, ,,0,-0.135,1,4.2277777778,0,0
11,3, ,autonomous,0,0.0157547673,20,8.5492553688,3.6,3.71,339.190014246, ,0, ,,0,-0.095,1,4.2277777778,0,0
12,3, ,autonomous,0,0.0072333996,20,8.8657202126,3.75,3.8,349.8705478973, ,0, ,,0,0.12,1,4.2277777778,0,0
13,3, ,autonomous,0,0.0050925726,20,9.1813648779,5,3.89,332.0935175345, ,0, ,,0,0.67,1,4.2277777778,0,0
14,3, ,autonomous,0,0.0017168276,20,9.6906158371,3.28,3.44,333.5890849651, ,0, ,,0,-1.085,1,4.2277777778,0,0
15,3, ,autonomous,0,0.0054907095,20,10.0182550425,3.52,3.45,327.5252194419, ,0, ,,0,0.125,1,4.2277777778,0,0
16,3, ,autonomous,0,0.0034279309,20,10.3108668156,3.72,3.82,332.7565553041, ,0, ,,0,0.285,1,4.2277777778,0,0
17,5, ,autonomous,0,0.0023820651,20,10.5739091609,3.74,3.8,333.7560910487, ,0, ,,0,0,1,4.2277777778,2,0
18,5, ,autonomous,0,-9.86241040494907E-05,20,10.8097219419,5,4.04,336.7910548296, ,0, ,,0,0.75,1,4.2277777778,0,0
19,5, ,autonomous,0,0.0065690226,20,11.0239140802,3.4,3.53,342.3250718883, ,0, ,,0,-1.055,1,4.2277777778,0,0
20,5, ,autonomous,0,-0.0021689426,20,11.2316557686,3.34,3.41,323.865660524, ,0, ,,0,-0.09,1,4.2277777778,0,0
21,5, ,autonomous,0,0.0013701991,20,11.4374756587,3.84,3.92,339.5355154149, ,0, ,,0,0.505,1,4.2277777778,0,0
22,5, ,autonomous,0,-0.0003320835,20,11.6416117127,3.36,3.46,326.7226451465, ,0, ,,0,-0.47,1,4.2277777778,0,0
23,2, ,autonomous,0,-0.0033816141,20,11.8446842093,3.29,3.38,326.5626020508, ,0, ,,0,-0.075,1,4.2277777778,-3,0
24,2, ,autonomous,0,-0.0027027896,20,12.0466863685,3.25,3.24,326.5626020508, ,0, ,,0,-0.09,1,4.2277777778,0,0
25,2, ,autonomous,0,0.0058076539,20,12.2476024625,3.65,3.76,327.2037170342, ,0, ,,0,0.46,1,4.2277777778,0,0
26,2, ,autonomous,0,0.0029028908,20,12.4474171339,3.35,3.36,327.3643893017, ,0, ,,0,-0.35,1,4.2277777778,0,0
27,1, ,autonomous,0,0.0024728861,20,12.6461154691,3.44,3.48,328.0086594286, ,0, ,,0,0.105,1,4.2277777778,-1,0
28,1, ,autonomous,0,-0.0007663428,20,12.8497162984,3.37,3.45,328.817572011, ,0, ,,0,-0.05,1,4.2277777778,0,0
29,1,pedestrian alarm,autonomous,26.1863327026,-0.0017664141,0,12.7339692891,3.5,3.58,329.7935492382,pedestrian detected,29.2268333435,pedestrian detected,pedestrian detected,26.7627334595,0.13,1,4.2277777778,0,0
30,1,pedestrian alarm,autonomous,82.9941415787,-0.0056442089,0,9.2024543386,3.67,3.75,330.7753373908,pedestrian detected,17.383890152,pedestrian detected,,15.4011716843,0.17,1,4.2277777778,0,0
31,2,pedestrian alarm,autonomous,100,-0.0037595155,0,2.875111082,3.47,3.58,331.2684268062, ,0,pedestrian detected,,9.4481668472,-0.185,1,4.2277777778,1,0
32,2,pedestrian alarm,autonomous,100,-0.0023922162,0,0.0121145408,3.83,3.82,331.9281707439, ,0,pedestrian detected,,9.0233125687,0.3,1,4.2277777778,0,0
33,2,pedestrian alarm,autonomous,100,0.0026133683,0,0.0005509454,3.81,3.79,332.9227286347, ,0,pedestrian detected,,9.4150009155,-0.025,1,4.2277777778,0,0
34,3,pedestrian alarm,autonomous,100,-0.006605718,0,0.0002773948,3.56,3.74,333.7560910487, ,0,pedestrian detected,,9.9167404175,-0.15,1,4.2277777778,1,0
35,4, ,autonomous,0,0.0033495008,20,0.4088353044,5,6.94,334.2581141157, ,0, ,,0,2.32,1,4.2277777778,1,0
36,4, ,autonomous,0,0.0013147099,20,2.2668523799,3.55,3.55,334.9298322002, ,0, ,,0,-2.42,1,4.2277777778,0,0
37,4, ,autonomous,0,-0.0003194126,20,3.7688794249,3.47,3.6,335.2667046636, ,0, ,,0,-0.015,1,4.2277777778,0,0
38,4, ,autonomous,0,-64.233698485,20,4.680009211,3.79,3.88,334.2581141157, ,0, ,,0,0.3,1,4.2277777778,0,0
39,4, ,autonomous,0,98.6760979433,20,5.1869567133,3.74,3.95,335.7732858774, ,0, ,,0,0.01,1,4.2277777778,0,0
40,4, ,autonomous,0,75.6372376352,20,6.0884166789,3.67,3.85,336.6209984179, ,0, ,,0,-0.085,1,4.2277777778,0,0
41,4, ,autonomous,0,50.8197544167,20,6.7559173866,3.55,3.8,337.8150124992, ,0, ,,0,-0.085,1,4.2277777778,0,0
42,4, ,autonomous,0,34.9600760562,20,7.2874712795,3.06,3.41,338.5011170537, ,0, ,,0,-0.44,1,4.2277777778,0,0
43,4, ,autonomous,0,25.1591644764,20,7.7260908285,5,5,339.5355154149, ,0, ,,0,1.765,1,4.2277777778,0,0
44,4, ,autonomous,0,28.2072011616,20,8.0874238175,3.29,3.31,340.5762550235, ,0, ,,0,-1.7,1,4.2277777778,0,0
45,4, ,autonomous,0,32.2922847353,20,8.4085185633,3.35,3.46,341.4484242155, ,0, ,,0,0.105,1,4.2277777778,0,0
46,4, ,autonomous,0,16.9446026605,20,8.7252531602,3.45,3.58,342.5009418776, ,0, ,,0,0.11,1,4.2277777778,0,0
47,4, ,autonomous,0,2.2873295809,20,9.0411010057,3.22,3.34,343.5599683925, ,0, ,,0,-0.235,1,4.2277777778,0,0
48,4, ,autonomous,0,5.054471202,20,9.4733959288,3.08,3.09,344.0919413667, ,0, ,,0,-0.195,1,4.2277777778,0,0
49,4, ,autonomous,0,12.5357841157,20,9.8786458701,3.08,3.07,344.6255643244, ,0, ,,0,-0.01,1,4.2277777778,0,0
50,4, ,autonomous,0,8.3793645993,20,10.1841979984,3.21,3.21,345.6977909911, ,0, ,,0,0.135,1,4.2277777778,0,0
51,4, ,autonomous,0,11.2693038648,20,10.4604918723,3.45,5,346.4163231371, ,0, ,,0,1.015,1,4.2277777778,0,0
52,4, ,autonomous,0,-11.5072905767,20,10.7079756769,3.38,3.37,347.3186996388, ,0, ,,0,-0.85,1,4.2277777778,0,0
53,4, ,autonomous,0,-38.5907156538,20,10.9309849946,3.56,3.58,347.8623856402, ,0, ,,0,0.195,1,4.2277777778,0,0
54,4, ,autonomous,0,-51.0269003101,20,11.1400663748,3.71,3.84,348.5899536375, ,0, ,,0,0.205,1,4.2277777778,0,0
55,4, ,autonomous,0,-45.7469444666,20,11.3466127117,3.45,3.5,349.3205714885, ,0, ,,0,-0.3,1,4.2277777778,0,0
56,4, ,autonomous,0,-37.3696266533,20,11.5511036732,3.21,3.28,350.2381619501, ,0, ,,0,-0.23,1,4.2277777778,0,0
57,4, ,autonomous,0,-35.4922746768,20,11.7544870937,3.94,3.9,350.6065493303, ,0, ,,0,0.675,1,4.2277777778,0,0
58,4, ,autonomous,0,-27.9264143129,20,11.9569425619,4.03,4.15,351.5309171442, ,0, ,,0,0.17,1,4.2277777778,0,0
59,4, ,autonomous,0,-21.4627450364,20,12.1583109968,4.04,4.32,351.9020304747, ,0, ,,0,0.09,1,4.2277777778,0,0
60,4, ,autonomous,0,-15.3799274782,20,12.3585975456,4.2,4.37,352.6466128293, ,0, ,,0,0.105,1,4.2277777778,0,0
61,4, ,autonomous,0,-10.9103279123,20,12.5577910947,3.89,4.25,352.0878811351, ,0, ,,0,-0.215,1,4.2277777778,0,0
62,4, ,autonomous,0,-7.799289777,20,12.7558669778,3.73,4.04,350.0542584101, ,0, ,,0,-0.185,1,4.2277777778,0,0
63,4, ,autonomous,0,-6.8841106575,20,13.0943385997,4.14,4.26,349.5037047393, ,0, ,,0,0.315,1,4.2277777778,0,0
64,4, ,autonomous,0,-6.9722378857,20,13.3357519905,5,5.47,349.3205714885, ,0, ,,0,1.035,1,4.2277777778,0,0
65,4, ,autonomous,0,-5.8066528935,20,13.5495876113,3.85,4.38,349.5037047393, ,0, ,,0,-1.12,1,4.2277777778,0,0
66,4, ,autonomous,0,-3.9090538488,20,13.7496453458,3.75,4.06,349.6870301081, ,0, ,,0,-0.21,1,4.2277777778,0,0
67,4, ,autonomous,0,-2.5300364897,20,13.9389830174,3.62,3.83,350.4222588219, ,0, ,,0,-0.18,1,4.2277777778,0,0
68,4, ,autonomous,0,-1.0061296734,20,14.1175992808,3.54,3.78,350.9757124807, ,0, ,,0,-0.065,1,4.2277777778,0,0
69,4, ,autonomous,0,1.8861969521,20,14.2862736982,7.13,5,351.7163759145, ,0, ,,0,2.405,1,4.2277777778,0,0
70,4, ,autonomous,0,7.2545446359,20,14.4378036405,3.76,4.05,352.4601720006, ,0, ,,0,-2.16,1,4.2277777778,0,0
71,4, ,autonomous,0,19.1524880846,20,14.5961486691,3.99,4.27,353.2071206556, ,0, ,,0,0.225,1,4.2277777778,0,0
72,4, ,autonomous,0,61.0418724256,20,14.7397777874,4.11,4.2,353.9572419652, ,0, ,,0,0.025,1,4.2277777778,0,0
73,4, ,autonomous,0,-9.7692650946,20,14.8774141901,4.36,4.62,354.7105561862, ,0, ,,0,0.335,1,4.2277777778,0,0
74,4, ,autonomous,0,-0.1229289268,20,15.0087820051,4.02,4.4,355.2776494831, ,0, ,,0,-0.28,1,4.2277777778,0,0
75,4, ,autonomous,0,6.8115787123,20,15.1340431712,5,5,355.8465589638, ,0, ,,0,0.79,1,4.2277777778,0,0
76,4, ,autonomous,0,9.7551432171,20,15.2529449727,4.08,4.34,355.8465589638, ,0, ,,0,-0.79,1,4.2277777778,0,0
